true,pred,prob
1,1,"[2.48378597689225e-08, 1.0, 2.6420796661597024e-09]"
0,0,"[0.9843466281890869, 0.014317268505692482, 0.0013360263546928763]"
1,1,"[0.05873895063996315, 0.9410209655761719, 0.0002401262754574418]"
1,1,"[1.9605687739954192e-08, 1.0, 5.54719681647442e-12]"
1,1,"[3.6808709413804763e-09, 1.0, 1.4467554265706895e-08]"
0,0,"[0.9816290140151978, 0.0007362792384810746, 0.0176346767693758]"
0,0,"[0.9858242273330688, 0.0066285948269069195, 0.007547180633991957]"
1,1,"[7.151351155698649e-07, 0.9999920129776001, 7.271027243405115e-06]"
0,0,"[0.9998507499694824, 7.108920544851571e-05, 7.815502613084391e-05]"
2,2,"[0.03516180440783501, 0.0016460549086332321, 0.9631921648979187]"
2,0,"[0.8664098381996155, 0.0005231222021393478, 0.13306699693202972]"
2,2,"[0.0871303379535675, 0.0005971550708636642, 0.912272572517395]"
2,2,"[0.004900477826595306, 0.04506412148475647, 0.9500354528427124]"
0,0,"[0.9712981581687927, 0.0008928322349675, 0.027809003368020058]"
1,1,"[2.0962541598390505e-12, 1.0, 3.829130155313942e-12]"
0,0,"[0.9999483823776245, 1.487915596953826e-05, 3.6662935599451885e-05]"
1,1,"[3.0347528934271395e-08, 1.0, 8.92603265606473e-12]"
0,2,"[0.4615389406681061, 0.0022295969538390636, 0.5362314581871033]"
0,0,"[0.9101706743240356, 0.014047262258827686, 0.07578200846910477]"
2,2,"[0.0009630731074139476, 0.03379230201244354, 0.9652446508407593]"
2,2,"[0.00015530841483268887, 0.006031885277479887, 0.9938127994537354]"
1,1,"[0.12295088917016983, 0.6749326586723328, 0.2021164447069168]"
0,2,"[0.1086956262588501, 0.0024364665150642395, 0.8888679146766663]"
2,2,"[0.13894155621528625, 3.889885647367919e-06, 0.861054539680481]"
1,1,"[5.773664497610298e-07, 0.9999994039535522, 1.2136364135884037e-09]"
1,1,"[9.466885941833425e-09, 1.0, 2.105521534900845e-09]"
1,1,"[0.005436557345092297, 0.8936065435409546, 0.10095688700675964]"
0,0,"[0.9753246307373047, 0.005286493804305792, 0.01938897743821144]"
1,1,"[3.1597068073097034e-07, 0.9999996423721313, 1.3099691997808804e-08]"
2,2,"[0.011246049776673317, 0.00022781318693887442, 0.9885261058807373]"
0,0,"[0.9989905953407288, 0.0005833679460920393, 0.0004259914858266711]"
1,2,"[0.007055212743580341, 0.17072761058807373, 0.8222172260284424]"
0,0,"[0.9661799073219299, 0.03362971171736717, 0.00019037086167372763]"
1,1,"[0.004963777028024197, 0.68356853723526, 0.311467707157135]"
0,1,"[0.18864019215106964, 0.8106780648231506, 0.0006817403482273221]"
2,2,"[0.00030603547929786146, 0.021587621420621872, 0.9781062602996826]"
0,0,"[0.8392776846885681, 0.004075549077242613, 0.15664681792259216]"
1,1,"[1.741316373227164e-05, 0.9999164342880249, 6.618283805437386e-05]"
0,0,"[0.709869921207428, 0.13352511823177338, 0.15660500526428223]"
2,2,"[0.003247875487431884, 0.0439782589673996, 0.9527738690376282]"
1,1,"[2.340722815574736e-08, 1.0, 4.4277492783351136e-09]"
0,0,"[0.9872128367424011, 0.012724674306809902, 6.245267286431044e-05]"
2,2,"[0.0893896296620369, 0.0004632500058505684, 0.9101470708847046]"
1,1,"[7.269974844348326e-08, 0.9999998807907104, 1.832730356365886e-10]"
0,0,"[0.9800211787223816, 0.012391953729093075, 0.0075868587009608746]"
2,2,"[0.029183361679315567, 0.0005727523239329457, 0.9702438712120056]"
1,1,"[5.775641966465628e-06, 0.999994158744812, 6.4656425990961e-08]"
0,0,"[0.997763991355896, 0.0022351599764078856, 8.378496545446978e-07]"
0,0,"[0.9453330039978027, 0.0004753432294819504, 0.05419163405895233]"
2,2,"[0.054650187492370605, 0.0011512854835018516, 0.9441986083984375]"
1,1,"[0.0001725957408780232, 0.9998273849487305, 4.7809272096799305e-09]"
1,1,"[1.1860984194811408e-08, 1.0, 3.153113603548974e-10]"
0,0,"[0.9992414712905884, 0.0007578638615086675, 7.06760772573034e-07]"
1,1,"[7.082696538418531e-05, 0.9999278783798218, 1.2825092881030287e-06]"
1,1,"[2.519327146899286e-08, 1.0, 1.8634514504373145e-12]"
1,1,"[2.2184825354543136e-07, 0.9999997615814209, 6.298247479108454e-10]"
1,1,"[8.173283161383438e-10, 1.0, 8.605188228649752e-10]"
1,1,"[6.109636530027274e-08, 0.9999996423721313, 3.1977086223378137e-07]"
1,1,"[4.925549745848912e-09, 1.0, 5.940652414437864e-10]"
0,0,"[0.9877303242683411, 0.000575835001654923, 0.011693867854773998]"
2,2,"[0.1665593832731247, 0.009875237941741943, 0.8235654830932617]"
2,2,"[0.11935888230800629, 0.0005732658319175243, 0.8800678849220276]"
1,1,"[7.826502468333274e-08, 0.9999998807907104, 1.1659935239549668e-08]"
1,1,"[1.6334777797055722e-07, 0.9999998807907104, 4.519529620884179e-14]"
1,1,"[2.2438646496425463e-08, 0.9999953508377075, 4.6454342736979015e-06]"
1,1,"[5.490032890520524e-06, 0.9999114274978638, 8.301540947286412e-05]"
1,1,"[0.06227264925837517, 0.9377273917198181, 3.216336086353522e-10]"
1,1,"[1.1597627302961655e-09, 1.0, 5.126215008033341e-10]"
0,0,"[0.8126295208930969, 0.006053725257515907, 0.1813167929649353]"
2,2,"[0.17119203507900238, 0.0007904392550699413, 0.8280174732208252]"
2,2,"[0.00021428831678349525, 0.0018219944322481751, 0.9979637861251831]"
1,1,"[2.0370681852455164e-07, 0.9999997615814209, 1.5508616613146842e-10]"
1,1,"[3.778711459290207e-07, 0.9999932050704956, 6.38304391031852e-06]"
0,0,"[0.9977438449859619, 0.002226997632533312, 2.9128132155165076e-05]"
1,1,"[6.832998611372432e-09, 1.0, 1.1557554024932415e-08]"
0,0,"[0.5232014656066895, 0.0031497085001319647, 0.47364887595176697]"
2,2,"[0.03875572606921196, 0.19561459124088287, 0.7656297087669373]"
1,1,"[4.179494084155522e-09, 1.0, 1.2340249710973694e-08]"
0,0,"[0.9237948656082153, 0.0623798742890358, 0.013825248926877975]"
1,1,"[4.502353689872507e-08, 1.0, 1.1211001016420141e-09]"
0,0,"[0.9993985891342163, 0.00018843771249521524, 0.0004129871667828411]"
0,0,"[0.9990701079368591, 0.0008451608591713011, 8.477491792291403e-05]"
1,1,"[8.468430934271964e-08, 0.9999624490737915, 3.749115057871677e-05]"
1,1,"[0.04357622563838959, 0.9523730874061584, 0.004050711169838905]"
1,1,"[1.628730046832061e-06, 0.9999983310699463, 1.8116768935733107e-13]"
1,1,"[2.4967513923002116e-07, 0.9999997615814209, 1.8436188339854276e-11]"
1,2,"[0.0026549696922302246, 0.25203555822372437, 0.7453094720840454]"
0,0,"[0.8813958168029785, 0.0353267602622509, 0.08327744901180267]"
1,1,"[2.613949501295565e-09, 1.0, 4.019002630695212e-10]"
0,0,"[0.9968769550323486, 0.001153062330558896, 0.001969982637092471]"
0,0,"[0.9622496962547302, 0.00016004283679649234, 0.03759029880166054]"
1,1,"[4.2095618368875876e-07, 0.9999995231628418, 7.556122394447584e-10]"
0,0,"[0.962683916091919, 0.03669603168964386, 0.0006200054776854813]"
1,1,"[3.289663652594754e-07, 0.9999996423721313, 8.307924304062908e-08]"
2,2,"[0.001139159081503749, 0.03944029659032822, 0.9594205021858215]"
2,2,"[0.000513790117111057, 0.01933712512254715, 0.9801490902900696]"
1,1,"[2.6473120584569187e-08, 1.0, 9.414912183203228e-10]"
2,2,"[0.010497212409973145, 0.16374051570892334, 0.8257623314857483]"
2,2,"[0.0445779412984848, 0.00039839083910919726, 0.9550236463546753]"
0,0,"[0.9900386333465576, 2.5877385269268416e-05, 0.009935509413480759]"
1,1,"[1.9898226355508086e-07, 0.9999997615814209, 5.130640801098707e-08]"
1,1,"[0.03058004379272461, 0.9540371298789978, 0.015382789075374603]"
2,2,"[0.007247846573591232, 0.028454627841711044, 0.9642975926399231]"
1,0,"[0.7916756868362427, 0.06154152750968933, 0.1467828005552292]"
2,2,"[0.0005684909992851317, 0.014875386841595173, 0.9845560789108276]"
1,1,"[0.30329903960227966, 0.6940447092056274, 0.002656301949173212]"
2,2,"[0.0006666785338893533, 0.013763805851340294, 0.9855695366859436]"
