true,pred,prob
1,1,"[0.0004910033312626183, 0.9993231296539307, 0.00018588158127386123]"
0,0,"[0.9976898431777954, 0.001457618665881455, 0.0008524834993295372]"
2,2,"[0.13603144884109497, 0.08084362745285034, 0.7831248641014099]"
2,0,"[0.880776584148407, 0.020422285422682762, 0.09880107641220093]"
2,2,"[0.27984243631362915, 0.13775402307510376, 0.5824035406112671]"
2,2,"[0.06612081825733185, 0.3125132620334625, 0.6213659644126892]"
0,0,"[0.8709375262260437, 0.052338603883981705, 0.07672387361526489]"
1,1,"[9.904656326398253e-05, 0.9992170333862305, 0.0006838838453404605]"
0,0,"[0.98835688829422, 0.007189560681581497, 0.004453522153198719]"
1,1,"[0.012352533638477325, 0.9876337051391602, 1.3746218428423163e-05]"
0,0,"[0.4805801808834076, 0.11094855517148972, 0.4084712266921997]"
0,2,"[0.09388384222984314, 0.4236315190792084, 0.4824846386909485]"
2,2,"[0.012747473083436489, 0.04205960035324097, 0.9451929330825806]"
2,2,"[0.009637908078730106, 0.020675279200077057, 0.96968674659729]"
1,2,"[0.03403741121292114, 0.13641086220741272, 0.8295517563819885]"
0,2,"[0.3364696502685547, 0.025925058871507645, 0.6376053094863892]"
2,0,"[0.7166611552238464, 0.007562436629086733, 0.27577638626098633]"
1,1,"[0.028582030907273293, 0.9714092016220093, 8.724873623577878e-06]"
1,1,"[0.001964138587936759, 0.9979838132858276, 5.204947228776291e-05]"
1,2,"[0.02631344459950924, 0.4196164906024933, 0.5540700554847717]"
0,0,"[0.8560086488723755, 0.09414415806531906, 0.049847278743982315]"
1,1,"[0.0028072907589375973, 0.9970362186431885, 0.00015645420353394002]"
2,2,"[0.06578224897384644, 0.043796367943286896, 0.8904213905334473]"
0,0,"[0.9625189900398254, 0.02611781470477581, 0.011363210156559944]"
1,2,"[0.023955833166837692, 0.0589948333799839, 0.9170493483543396]"
0,0,"[0.9524726867675781, 0.047514889389276505, 1.2345044524408877e-05]"
1,2,"[0.002086771884933114, 0.018898310139775276, 0.9790149331092834]"
0,0,"[0.5311062335968018, 0.384654700756073, 0.08423908054828644]"
2,2,"[0.007585308980196714, 0.0220047477632761, 0.9704099893569946]"
0,0,"[0.7373536229133606, 0.18303823471069336, 0.07960818707942963]"
1,1,"[0.0017208008794113994, 0.9978637099266052, 0.0004154588095843792]"
0,0,"[0.6300604343414307, 0.26154524087905884, 0.1083943247795105]"
2,2,"[0.061922717839479446, 0.24582228064537048, 0.6922550201416016]"
1,1,"[0.0013325208565220237, 0.9983834028244019, 0.0002840887173078954]"
0,0,"[0.9639816880226135, 0.0356498621404171, 0.0003683883114717901]"
2,2,"[0.024361394345760345, 0.07556746900081635, 0.9000711441040039]"
1,1,"[0.012882422655820847, 0.9871001243591309, 1.744266955938656e-05]"
0,0,"[0.9648943543434143, 0.009528464637696743, 0.025577116757631302]"
2,2,"[0.08732599020004272, 0.061182551085948944, 0.8514915108680725]"
1,1,"[0.002224692376330495, 0.9974746108055115, 0.00030072955996729434]"
0,0,"[0.9709039330482483, 0.028892887756228447, 0.00020308159582782537]"
0,0,"[0.842052161693573, 0.006222020369023085, 0.15172582864761353]"
2,2,"[0.34949877858161926, 0.08197978138923645, 0.5685214400291443]"
1,1,"[0.09312724322080612, 0.9068707823753357, 1.99570604308974e-06]"
1,1,"[0.0009691613377071917, 0.9989275336265564, 0.00010323090828023851]"
0,0,"[0.9972209930419922, 0.002761329058557749, 1.774901829776354e-05]"
1,1,"[0.0011422483948990703, 0.9985455274581909, 0.0003122164634987712]"
1,1,"[0.0033959434367716312, 0.9966000914573669, 4.034059202240314e-06]"
1,1,"[0.008021808229386806, 0.9918396472930908, 0.00013856377336196601]"
1,1,"[0.002284306799992919, 0.9976529479026794, 6.2715815147385e-05]"
1,1,"[0.0043587451800704, 0.9951363205909729, 0.0005049332394264638]"
1,1,"[0.00045866798609495163, 0.9995121955871582, 2.915675395342987e-05]"
0,0,"[0.8860979676246643, 0.008565754629671574, 0.10533632338047028]"
2,0,"[0.5632315278053284, 0.26193445920944214, 0.1748339980840683]"
2,2,"[0.29380667209625244, 0.03604544326663017, 0.6701479554176331]"
1,1,"[0.00035386308445595205, 0.9995747208595276, 7.143773837015033e-05]"
1,1,"[0.01221196074038744, 0.987781286239624, 6.729407232342055e-06]"
1,1,"[0.0010360188316553831, 0.9960659146308899, 0.0028981249779462814]"
1,1,"[0.0028845001943409443, 0.9957863688468933, 0.0013291705399751663]"
1,0,"[0.9757182598114014, 0.024281399324536324, 2.9732672146565164e-07]"
1,1,"[0.0011639270232990384, 0.9986686706542969, 0.00016735988901928067]"
0,0,"[0.9005972743034363, 0.043994273990392685, 0.0554085336625576]"
2,2,"[0.4542776048183441, 0.06327223032712936, 0.4824502170085907]"
2,1,"[0.08639723062515259, 0.5872711539268494, 0.32633161544799805]"
1,1,"[0.0038383950013667345, 0.9961567521095276, 4.917260866932338e-06]"
1,1,"[0.0007648430182598531, 0.997718095779419, 0.0015170988626778126]"
0,0,"[0.9285416007041931, 0.06949979811906815, 0.0019586910493671894]"
1,1,"[4.600402098731138e-05, 0.9998782873153687, 7.565780833829194e-05]"
0,0,"[0.7624799013137817, 0.05508971959352493, 0.18243040144443512]"
2,1,"[0.0734044760465622, 0.49902889132499695, 0.4275665879249573]"
1,1,"[0.005159581080079079, 0.9942982792854309, 0.0005421339883469045]"
0,2,"[0.2741506099700928, 0.1028934195637703, 0.6229560375213623]"
1,1,"[0.0028251984622329473, 0.9971465468406677, 2.8221566026331857e-05]"
0,0,"[0.9961231350898743, 0.0036989992950111628, 0.00017790305719245225]"
0,0,"[0.9847939610481262, 0.01159067451953888, 0.003615383757278323]"
1,1,"[0.0015204359078779817, 0.9980667233467102, 0.0004128310829401016]"
1,1,"[0.003709089010953903, 0.9890734553337097, 0.0072174761444330215]"
1,1,"[0.011926642619073391, 0.9876357913017273, 0.0004375546704977751]"
1,1,"[0.008257401175796986, 0.9916927814483643, 4.9858350394060835e-05]"
1,2,"[0.00031104529625736177, 0.007529645226895809, 0.992159366607666]"
0,0,"[0.9193844199180603, 0.04269341379404068, 0.03792218491435051]"
1,1,"[0.007303306832909584, 0.9926417469978333, 5.4950254707364365e-05]"
0,0,"[0.9700223803520203, 0.022923462092876434, 0.00705411471426487]"
0,0,"[0.8627499938011169, 0.042681366205215454, 0.09456862509250641]"
1,0,"[0.770270586013794, 0.2295105755329132, 0.00021879648556932807]"
0,0,"[0.9579373002052307, 0.041542138904333115, 0.0005206289933994412]"
1,1,"[0.003278780961409211, 0.9965355396270752, 0.0001856999733718112]"
2,2,"[0.01531138364225626, 0.03445811569690704, 0.950230598449707]"
2,2,"[0.01814153976738453, 0.03644824028015137, 0.9454101324081421]"
1,1,"[0.0016346063930541277, 0.9983409643173218, 2.4464789021294564e-05]"
2,2,"[0.04204151779413223, 0.18591473996639252, 0.7720438241958618]"
2,2,"[0.09081514179706573, 0.058924950659275055, 0.8502599000930786]"
0,0,"[0.9901694655418396, 0.000778991961851716, 0.009051471948623657]"
1,1,"[0.002373623428866267, 0.9975009560585022, 0.00012539427552837878]"
1,1,"[0.22702737152576447, 0.4986088275909424, 0.27436378598213196]"
2,1,"[0.08374175429344177, 0.6881523132324219, 0.22810593247413635]"
1,0,"[0.8621743321418762, 0.09778187423944473, 0.04004377871751785]"
2,2,"[0.034074410796165466, 0.09906485676765442, 0.8668607473373413]"
1,1,"[0.019053347408771515, 0.977774977684021, 0.003171717980876565]"
2,2,"[0.06332243233919144, 0.22299428284168243, 0.7136832475662231]"
