true,pred,prob
0,0,"[0.8617016673088074, 0.13829642534255981, 1.9593194338085596e-06]"
1,1,"[4.958673471833208e-09, 1.0, 1.819821376924935e-10]"
0,0,"[0.9958535432815552, 0.004065812565386295, 8.066297596087679e-05]"
2,2,"[0.025366097688674927, 0.0004361551837064326, 0.9741976857185364]"
2,0,"[0.6521520614624023, 0.0010717918630689383, 0.34677615761756897]"
2,2,"[0.2574181854724884, 0.006742015015333891, 0.73583984375]"
2,2,"[0.019553838297724724, 0.17602676153182983, 0.8044193983078003]"
0,0,"[0.9905723929405212, 0.0006020025466568768, 0.008825596421957016]"
1,1,"[2.10830312219858e-16, 1.0, 8.14648081810298e-18]"
0,0,"[0.9989712238311768, 0.0008491176995448768, 0.00017965419101528823]"
1,1,"[1.5739135255515846e-12, 1.0, 2.2692944393184686e-16]"
0,0,"[0.9566769003868103, 0.005520970560610294, 0.03780204802751541]"
0,0,"[0.9266114830970764, 0.070404052734375, 0.0029845344834029675]"
2,2,"[0.005563122220337391, 0.1744242161512375, 0.820012629032135]"
2,2,"[0.0015249858843162656, 0.07964463531970978, 0.918830394744873]"
1,1,"[0.2827914357185364, 0.6897560954093933, 0.02745250053703785]"
0,2,"[0.42140206694602966, 0.062005288898944855, 0.5165926218032837]"
2,2,"[0.07037428766489029, 0.0004686419270001352, 0.9291571378707886]"
1,1,"[5.932180441314827e-11, 1.0, 4.8765884823928195e-15]"
1,1,"[3.2898790029017855e-12, 1.0, 1.4067718852610236e-14]"
1,1,"[0.05774267017841339, 0.7370975613594055, 0.2051597386598587]"
0,0,"[0.9896630644798279, 0.00976891815662384, 0.0005679978639818728]"
1,1,"[7.303379012668643e-10, 1.0, 3.4447859061786934e-12]"
2,2,"[0.09138940274715424, 0.0021583412308245897, 0.9064522385597229]"
0,0,"[0.9919831156730652, 0.0073951552622020245, 0.0006217221962288022]"
1,2,"[0.015004233457148075, 0.3816586136817932, 0.6033371686935425]"
0,0,"[0.7786515951156616, 0.22134731709957123, 1.0895178093051072e-06]"
1,1,"[0.005974647123366594, 0.9844508171081543, 0.009574530646204948]"
0,1,"[8.637253631604835e-05, 0.9999134540557861, 1.360208017331388e-07]"
2,2,"[0.0022372351959347725, 0.2185460478067398, 0.7792166471481323]"
0,0,"[0.9640880227088928, 0.0018217809265479445, 0.03409029543399811]"
1,1,"[6.110068540010616e-08, 0.9999998807907104, 7.733236273566035e-09]"
0,1,"[0.17432016134262085, 0.50434410572052, 0.3213357627391815]"
2,2,"[0.011469689197838306, 0.1949329376220703, 0.7935973405838013]"
1,1,"[2.8449380438250182e-12, 1.0, 2.5400766424021545e-14]"
0,0,"[0.9948650002479553, 0.005133479833602905, 1.5237660591083113e-06]"
2,2,"[0.09539679437875748, 0.002600701991468668, 0.9020026326179504]"
1,1,"[4.664883930527441e-13, 1.0, 2.886957217203409e-16]"
0,0,"[0.9797562956809998, 0.019122419878840446, 0.0011212372919544578]"
2,2,"[0.07475975900888443, 0.0033388894516974688, 0.9219013452529907]"
1,1,"[2.1599710464670352e-07, 0.9999997615814209, 4.263871374032835e-12]"
0,1,"[0.4628763496875763, 0.536976158618927, 0.00014749975525774062]"
0,0,"[0.9943587183952332, 0.003618714166805148, 0.0020225574262440205]"
2,2,"[0.15020866692066193, 0.002887846902012825, 0.8469035029411316]"
1,1,"[8.680855478893079e-10, 1.0, 2.1774205871780573e-15]"
1,1,"[9.676451873390397e-15, 1.0, 2.7645093650703575e-18]"
0,0,"[0.9105793237686157, 0.08942044526338577, 1.6446706752049067e-07]"
1,1,"[1.9013130270195688e-07, 0.9999997615814209, 1.3505967177973588e-11]"
1,1,"[9.684197888049084e-13, 1.0, 3.114145416465752e-17]"
1,1,"[8.866069337032378e-12, 1.0, 1.6359406937229977e-15]"
1,1,"[5.3358311963725563e-14, 1.0, 1.6258800069524255e-16]"
1,1,"[6.943640801226891e-11, 1.0, 2.65412041303148e-13]"
1,1,"[1.8439418828647414e-12, 1.0, 4.567676837078597e-15]"
0,0,"[0.886738657951355, 0.008578715845942497, 0.10468261688947678]"
2,2,"[0.23549994826316833, 0.021038051694631577, 0.7434619665145874]"
2,2,"[0.4508475661277771, 0.017459686845541, 0.5316928029060364]"
1,1,"[1.146594863325745e-12, 1.0, 6.349728278983238e-14]"
1,1,"[1.9872140025645364e-14, 1.0, 3.625150942359538e-21]"
1,1,"[3.8857708717365824e-10, 1.0, 2.4951984922694237e-10]"
1,1,"[3.203675547069906e-08, 1.0, 6.212346748135644e-10]"
1,1,"[0.2836306691169739, 0.7163693904876709, 9.628108310621997e-10]"
1,1,"[1.67023801066939e-15, 1.0, 3.547710645610319e-18]"
0,0,"[0.793075680732727, 0.03814596310257912, 0.16877833008766174]"
2,2,"[0.43595296144485474, 0.01684398390352726, 0.5472030639648438]"
2,2,"[0.0020614261738955975, 0.03784524276852608, 0.9600933194160461]"
1,1,"[4.079661345616874e-14, 1.0, 2.5289348199830637e-17]"
1,1,"[2.074220262215931e-08, 1.0, 7.820824543536276e-10]"
0,0,"[0.556713342666626, 0.44318440556526184, 0.00010222088894806802]"
1,1,"[2.1869344443009586e-12, 1.0, 2.3543645331913776e-13]"
0,2,"[0.4942786395549774, 0.0014243015320971608, 0.5042970776557922]"
2,2,"[0.08313926309347153, 0.2880142331123352, 0.6288464665412903]"
1,1,"[2.8246553858933543e-13, 1.0, 7.302688731401438e-16]"
0,0,"[0.7007490992546082, 0.2978965938091278, 0.0013542522210627794]"
1,1,"[7.304566565329018e-13, 1.0, 2.0908123153542523e-15]"
0,0,"[0.9981516003608704, 0.0011379452189430594, 0.0007105144904926419]"
0,0,"[0.9242573976516724, 0.0747915580868721, 0.0009511032840237021]"
1,1,"[2.9633659970329518e-09, 1.0, 4.4073228400165476e-10]"
1,1,"[0.24590474367141724, 0.7540487051010132, 4.653921496355906e-05]"
1,1,"[1.1434177164324605e-15, 1.0, 1.5433758416142084e-21]"
1,1,"[6.067902430517691e-11, 1.0, 1.553143540766245e-15]"
1,1,"[0.005234883166849613, 0.9296851754188538, 0.0650799348950386]"
0,0,"[0.9840344190597534, 0.0023815312888473272, 0.013584090396761894]"
1,1,"[1.3148683530861405e-12, 1.0, 2.699020193844585e-16]"
0,0,"[0.7295230627059937, 0.002902915934100747, 0.2675739526748657]"
0,0,"[0.9958725571632385, 0.0004080661165062338, 0.0037194089964032173]"
1,1,"[1.2490873678265568e-13, 1.0, 1.3139186724511732e-15]"
0,1,"[0.33344560861587524, 0.6664977669715881, 5.6646538723725826e-05]"
1,1,"[9.911058952705165e-12, 1.0, 3.1423859825005507e-13]"
2,2,"[0.002472476800903678, 0.14992231130599976, 0.8476052284240723]"
2,2,"[0.0026968868914991617, 0.12418601661920547, 0.8731170892715454]"
1,1,"[8.971789240350136e-13, 1.0, 2.776138414406471e-15]"
2,2,"[0.030322309583425522, 0.25785598158836365, 0.7118217349052429]"
2,2,"[0.03304494172334671, 0.0019247484160587192, 0.965030312538147]"
0,0,"[0.9974530339241028, 0.0016615354688838124, 0.0008853839826770127]"
1,1,"[1.0104633796359508e-10, 1.0, 5.25071576929631e-13]"
1,1,"[0.039358969777822495, 0.9605079889297485, 0.00013307432527653873]"
2,2,"[0.027896801009774208, 0.12547002732753754, 0.8466331362724304]"
1,0,"[0.517524003982544, 0.48151591420173645, 0.0009600878693163395]"
2,2,"[0.002990050008520484, 0.0813593938946724, 0.9156505465507507]"
1,0,"[0.5344619154930115, 0.46368086338043213, 0.0018572098342701793]"
2,2,"[0.003397542517632246, 0.08324041962623596, 0.9133620858192444]"
